OrthDme	Row.names	Chr	Start	End	Strand	Muller	DpsSpecific	baseMean.x	log2FoldChange.x	padj.x	baseMean.y	log2FoldChange.y	padj.y	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
102	dme-mir-968	dps-mir-968	NC_046681.1	12994506	12994622	-	4_B	no	0	NA	NA	62.4762063475193	-3.99600205850312	0.0919249135992874	0.180786117835796	-1.90048065684573	4.99523304020352	-0.380458857785001	0.703604831163662	0.935726766837631
103	dme-mir-969	dps-mir-969	NC_046683.1	38877171	38877282	-	XR_D	no	1.12071178473431	0.908418627449853	0.787943693991422	13.0330573367966	1.00210945966187	0.864755066946424	1.92480172760048	1.78178257519376	1.92588863055964	0.925174253028325	0.354875273939381	0.771254989202273
104	dme-mir-970	dps-mir-970	NC_046683.1	41773433	41773520	-	XR_D	no	90.6458110278026	-0.138361752400482	0.830758841086634	3440.48238715482	0.33168906282914	0.97836566749631	127.657903005798	0.113057332892679	0.38954689137766	0.290227788733838	0.771641978340037	0.935726766837631
105	dme-mir-971	dps-mir-971	NC_046683.1	38301433	38301526	-	XR_D	no	0.251088206601261	0.444864603096412	NA	11.3913010270512	-3.01188524447438	0.433861825710825	3.95094465908072	0.269565517233209	1.33709801851867	0.201604903679277	0.84022561136528	0.949346192132431
106	dme-mir-980	dps-mir-980	NC_046683.1	14140956	14141063	+	XL_A	no	0.950746989263836	-0.643380016977716	0.787943693991422	1326.70386791567	1.72351352719132	0.730409765019199	54.4729224251694	-0.0459259283589644	0.561644211029122	-0.0817705007139885	0.934829214514489	0.986244821312786
107	dme-mir-981	dps-mir-981	NC_046683.1	40815572	40815660	+	XR_D	no	12.1824715121684	0.309126453290543	0.835731216883463	245.169120628155	-3.35568523491999	0.176281373002963	105.183098761504	-0.0150059597978883	0.471900814715042	-0.0317989698893606	0.97463236813156	0.995554485071745
108	dme-mir-986	dps-mir-986	NC_046680.1	5989116	5989207	+	3_C	no	19.5481766662245	0.661734176540055	0.686687300526299	2858.684431927	1.14904603281682	0.772752010580899	53.8258474068394	0.526080030160803	0.533524034550812	0.986047480698267	0.324109813856165	0.759857452485008
109	dme-mir-987	dps-mir-987	NC_046680.1	13001963	13002075	-	3_C	no	64.9978719575267	0.513466346974495	0.496210108675752	954.323912411352	2.67825122497742	0.288639409470383	53.4340104782171	-0.19094521694747	0.604214355328376	-0.316022311061603	0.751985573519064	0.935726766837631
110	dme-mir-988	dps-mir-988	NC_046680.1	4043301	4043405	-	3_C	no	2.48948802458115	0.180238531417549	0.94159688492823	657.014988989476	-2.91551930584832	0.288639409470383	1209.21950924386	-0.502852901541305	0.265774845490374	-1.89202593877349	0.0584875248771834	0.209167249984503
111	dme-mir-989	dps-mir-989	NC_046680.1	6414744	6414863	-	3_C	no	54.4005126595979	-9.89833171452641	0.171609520365388	34655.8633080219	-2.99977633178639	0.199536601675289	2523.86635670215	-9.15831484581102	0.33390004605955	-27.4283126159787	1.26071860233851e-165	2.66011625093426e-163
112	dme-mir-993	dps-mir-993	NC_046679.1	20613840	20613953	-	2_E	no	24.5181165172432	0.374901947826809	0.744894465396446	1519.45596476636	0.294295559470081	0.995289915640936	275.849110391327	1.24443247735741	0.301871982542705	4.12238481648877	3.74970116849042e-05	0.000316474778620591
113	dme-mir-994	dps-mir-994	NC_046679.1	7628178	7628284	-	2_E	no	81.3892599389591	-9.05211213052141	5.44284427821016e-14	1086.25992614405	-6.66300006063104	0.00096929513137601	2083.78964024937	-9.00288806775322	0.347635466806687	-25.8974958753548	7.10660275808152e-148	7.497465909776e-146
114	dme-mir-995	dps-mir-995	NC_046679.1	6219831	6219915	+	2_E	no	155.883272432888	-0.31628532618702	0.864876757449801	20451.3792863193	1.10945031571449	0.772752010580899	248.880304453062	-2.96925251920048	0.319721149656304	-9.28700688832248	1.58687966223825e-20	2.79026340610225e-19
115	dme-mir-996	dps_3	NC_046679.1	2566810	2566923	-	2_E	no	29.1845501682322	-0.00359688169566356	0.998002896191197	4292.55037680986	-0.0400908510289548	0.99673247124763	1695.3760564837	-1.11526206215368	0.18372646405841	-6.07023091566777	1.27726460499233e-09	1.92502022609558e-08
116	dme-mir-998	dps_248	NC_046679.1	24781262	24781409	-	2_E	no	0.852775849038573	0.163442983789875	0.94159688492823	528.574496740712	1.17479667465096	0.772752010580899	172.181521407832	-1.12510284977449	0.310292341383448	-3.62594463259448	0.000287907042780018	0.00173566817218811
117	dme-mir-999	dps_134	NC_046679.1	6866283	6866384	-	2_E	no	72.3272070317561	0.217141396824953	0.744894465396446	5079.12498809615	0.650580669925261	0.864755066946424	120.815008068656	0.260480955625521	0.357380013831783	0.728862682702027	0.466085663800159	0.861735100733836
118	dme-mir-9a	dps-mir-9a	NC_046683.1	61525386	61525463	-	XR_D	no	74.9384197455466	0.16191869074104	0.787943693991422	17927.3449394258	0.0266650012927899	0.99673247124763	779.986349739437	-0.202205676354959	0.247783700181866	-0.816057215250825	0.414467412726171	0.857046091004799
119	dme-mir-9b	dps-mir-9b	NC_046681.1	26309882	26309972	+	4_B	no	57.72122101365	-2.9912568677661	4.13331994387507e-08	13278.8313162531	-2.42694796520766	0.176929660106319	816.017034730052	-2.68919236576015	0.701727545993305	-3.83224569295419	0.000126978831178254	0.000921745925450342
120	dme-mir-9c	dps-mir-9c	NC_046681.1	26308896	26308987	+	4_B	no	155.294158457662	-2.32794513673586	0.0548149618388485	14353.9807060244	-1.53358444054945	0.367561729288533	702.954779170616	-2.34453271614925	0.197683562349026	-11.8600286654577	1.90909756001764e-32	6.7136597527287e-31
121	dme-mir-iab-4	dps-mir-iab-4	NC_046679.1	18022055	18022122	+	2_E	no	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
122	dme-mir-iab-8	dps-mir-iab-8	NC_046679.1	18022043	18022135	-	2_E	no	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA
123	NA	dps_1056	NC_046680.1	10320249	10320362	-	3_C	yes	0	NA	NA	0.181043054421169	0.00736872124448112	NA	NA	NA	NA	NA	NA	NA
124	NA	dps_1066	NC_046680.1	10850339	10850380	-	3_C	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
125	NA	dps_109	NC_046681.1	14496020	14496131	-	4_B	yes	0	NA	NA	15.9046069782012	-2.32938516476894	0.52333968675761	NA	NA	NA	NA	NA	NA
126	NA	dps_2749	NC_046683.1	9887346	9887461	-	XL_A	no	7.28777300684755	0.670083670079141	0.744894465396446	92.421367914268	-0.228366297018822	0.995289915640936	NA	NA	NA	NA	NA	NA
127	NA	dps_1105	NC_046680.1	12378141	12378246	-	3_C	yes	0	NA	NA	0.398294719726572	-1.16089106634234	NA	NA	NA	NA	NA	NA	NA
128	NA	dps_113	NC_046683.1	19217411	19217514	+	XL_A	yes	0	NA	NA	2.22325673687281	-0.386247799247263	0.995289915640936	NA	NA	NA	NA	NA	NA
129	NA	dps_3844	NC_046680.1	17355508	17355619	-	3_C	no	0	NA	NA	0.108625832652702	0.75347749126636	NA	NA	NA	NA	NA	NA	NA
130	NA	dps_30	NC_046681.1	25009407	25009520	-	4_B	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
131	NA	dps_1171	NC_046680.1	15690363	15690484	+	3_C	yes	0	NA	NA	1.4628759083039	1.23280182846317	NA	NA	NA	NA	NA	NA	NA
132	NA	dps_123	NC_046679.1	26583713	26583836	+	2_E	yes	0.970674896377361	1.94993713778801	0.625732952001744	27.1999325105269	-5.62450752533151	0.0418862086516975	NA	NA	NA	NA	NA	NA
133	NA	dps_3115	NC_046683.1	52431797	52431828	+	XR_D	no	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
134	NA	dps_14	NC_046681.1	5944914	5945021	-	4_B	yes	0	NA	NA	21.9867330433621	2.31121488144938	0.564409542480983	NA	NA	NA	NA	NA	NA
135	NA	dps_1409	NC_046681.1	10705019	10705138	+	4_B	yes	0	NA	NA	1.92632211333167	-1.35319087391139	0.864755066946424	NA	NA	NA	NA	NA	NA
136	NA	dps_141	NC_046683.1	38704046	38704157	+	XR_D	yes	0	NA	NA	0.289668887073871	-0.689020813669019	NA	NA	NA	NA	NA	NA	NA
137	NA	dps_1425	NC_046681.1	9930488	9930599	-	4_B	yes	0	NA	NA	0.456240504286559	1.0404854606955	NA	NA	NA	NA	NA	NA	NA
138	NA	dps_15	NC_046680.1	19426067	19426174	+	3_C	yes	0.353679613855102	2.71141860720986	NA	314.550686462037	0.106074013749013	0.99673247124763	NA	NA	NA	NA	NA	NA
139	NA	dps_1563	NC_046681.1	23101402	23101519	+	4_B	yes	0	NA	NA	4.29605428584453	-0.329785916628897	0.995289915640936	NA	NA	NA	NA	NA	NA
140	NA	dps_1571	NC_046681.1	23342520	23342653	-	4_B	no	0	NA	NA	1.38319295006816	-0.629587340665165	NA	NA	NA	NA	NA	NA	NA
141	NA	dps_1595	NC_046681.1	24365627	24365732	+	4_B	yes	0.967651144888638	-0.486544808958419	0.919539975975387	3.83096708871364	-0.148935044513378	0.99673247124763	NA	NA	NA	NA	NA	NA
142	NA	dps_1668	NC_046681.1	6461059	6461164	-	4_B	yes	0	NA	NA	9.92115938228008	-5.87940196305154	0.0930347145341912	NA	NA	NA	NA	NA	NA
143	NA	dps_1710	NC_046681.1	14120534	14120645	-	4_B	yes	0	NA	NA	0.253460276189637	-0.49112574051169	NA	NA	NA	NA	NA	NA	NA
144	NA	dps_1723	NC_046681.1	14898499	14898606	-	4_B	yes	0	NA	NA	0.47071194149504	-1.40827645305987	NA	NA	NA	NA	NA	NA	NA
145	NA	dps_18	NC_046681.1	5946154	5946263	-	4_B	yes	1.52645714672109	3.91794072218933	0.136658460397307	607.68274931921	6.21272169065577	0.00723203344788259	NA	NA	NA	NA	NA	NA
146	NA	dps_187	NC_046681.1	22932633	22932744	+	4_B	yes	0	NA	NA	8.44557310032294	-2.11647332832039	0.631646081730433	NA	NA	NA	NA	NA	NA
147	NA	dps_22	NC_046683.1	43806378	43806493	+	XR_D	yes	0.150036888356946	-0.638163060149078	NA	14.5415702454317	-1.85553385913198	0.670247452574366	NA	NA	NA	NA	NA	NA
148	NA	dps_222	NC_046680.1	8037445	8037552	+	3_C	yes	0	NA	NA	9.97219964472917	1.22976868317744	0.825647986813361	NA	NA	NA	NA	NA	NA
149	NA	dps_2346	NC_046679.1	10541758	10541875	+	2_E	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
150	NA	dps_239	NC_046681.1	12142949	12143066	+	4_B	yes	0.099511229234789	-1.88839302904088	NA	1.16594128476276	-0.193906076691189	NA	NA	NA	NA	NA	NA	NA
151	NA	dps_2422	NC_046683.1	22410045	22410172	+	XL_A	no	0.0505256591221574	0.825985212707861	NA	7.78673247511765	2.12243610586355	0.610745696430088	NA	NA	NA	NA	NA	NA
152	NA	dps_243	NC_046681.1	18062552	18062679	+	4_B	no	0	NA	NA	8.91482415689306	0.351436350263807	0.995289915640936	NA	NA	NA	NA	NA	NA
153	NA	dps_774	NC_046679.1	25504581	25504684	-	2_E	yes	0	NA	NA	0.434503330610806	-1.28976105993515	NA	NA	NA	NA	NA	NA	NA
154	NA	dps_2466	NC_046683.1	19538148	19538263	-	XL_A	yes	0.099511229234789	-1.88839302904088	NA	0.615546385031976	-1.80516916489277	NA	NA	NA	NA	NA	NA	NA
155	NA	dps_79	NC_046683.1	19270382	19270485	+	XL_A	yes	0.150036888356946	-0.638163060149078	NA	1.56423600448933	-0.91308949666946	0.929700573101616	NA	NA	NA	NA	NA	NA
156	NA	dps_794	NC_046679.1	26708759	26708902	-	2_E	yes	0	NA	NA	1.16594128476276	-0.193906076691189	NA	NA	NA	NA	NA	NA	NA
157	NA	dps_3829	NC_046683.1	46892400	46892513	-	XR_D	no	0	NA	NA	5.42578695972305	-0.291078136633774	0.995289915640936	NA	NA	NA	NA	NA	NA
158	NA	dps_2525	NC_046683.1	5049390	5049493	-	XL_A	yes	0	NA	NA	0.0724172217684677	1.3384007449052	NA	NA	NA	NA	NA	NA	NA
159	NA	dps_2543	NC_046683.1	4268430	4268549	-	XL_A	yes	0	NA	NA	14.2662527241142	-3.61449503917642	0.268226960238927	NA	NA	NA	NA	NA	NA
160	NA	dps_2568	NC_046683.1	2881822	2881935	-	XL_A	yes	0	NA	NA	1.6366532262578	-1.01252042909469	0.915782783910085	NA	NA	NA	NA	NA	NA
161	NA	dps_2595	NC_046683.1	1637872	1638005	-	XL_A	no	0	NA	NA	0.579337774147742	-1.71551717960038	NA	NA	NA	NA	NA	NA	NA
162	NA	dps_2613	NC_046683.1	17246568	17246683	+	XL_A	yes	26.7919582932241	-0.0400032354154712	0.966732124992951	305.62749995186	-0.961646625962076	0.864755066946424	NA	NA	NA	NA	NA	NA
163	NA	dps_2682	NC_046683.1	13792870	13793017	-	XL_A	no	0	NA	NA	0.217251665305403	-0.262701234128057	NA	NA	NA	NA	NA	NA	NA
164	NA	dps_27	NC_046681.1	25535844	25535975	+	4_B	yes	0.252628295610787	2.39133048317948	NA	103.241912315791	7.15097336606551	0.000236714183454406	NA	NA	NA	NA	NA	NA
165	NA	dps_2737	NC_046683.1	10564588	10564715	+	XL_A	yes	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
166	NA	dps_3841	NC_046683.1	10408776	10408883	-	XL_A	no	0	NA	NA	0.564866336939261	0.357035050320308	NA	NA	NA	NA	NA	NA	NA
167	NA	dps_2791	NC_046683.1	7150515	7150636	+	XL_A	yes	0	NA	NA	3.25156927883984	-1.78062969748867	0.772752010580899	NA	NA	NA	NA	NA	NA
168	NA	dps_297	NC_046679.1	2759534	2759645	+	2_E	yes	0	NA	NA	0.0724172217684677	1.3384007449052	NA	NA	NA	NA	NA	NA	NA
169	NA	dps-mir-2523	NC_046683.1	9706750	9706863	+	XL_A	yes	1.47439139858941	2.27197819440024	0.402909587182902	474.265996484417	4.6949898836704	0.0373897190978775	NA	NA	NA	NA	NA	NA
170	NA	dps_3845	NC_046680.1	4160399	4160574	-	3_C	no	0	NA	NA	22.456443038172	1.03943494491321	0.819952138686478	NA	NA	NA	NA	NA	NA
171	NA	dps_300	NC_046679.1	2726076	2726207	+	2_E	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
172	NA	dps_3847	NC_046679.1	10432983	10433100	-	2_E	no	0	NA	NA	0.398294719726572	-1.16089106634234	NA	NA	NA	NA	NA	NA	NA
173	NA	dps_3850	NC_046679.1	30804731	30804890	-	2_E	no	0	NA	NA	1.04284401490157	1.67878143305912	NA	NA	NA	NA	NA	NA	NA
174	NA	dps_3187	NC_046683.1	55451703	55451792	-	XR_D	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
175	NA	dps_3339	NC_046683.1	63108291	63108404	-	XR_D	yes	0	NA	NA	1.57870744169781	-1.83714091124505	0.811176661382984	NA	NA	NA	NA	NA	NA
176	NA	dps_3340	NC_046683.1	63107645	63107762	-	XR_D	yes	0	NA	NA	0.999369667550067	-0.978876491984976	NA	NA	NA	NA	NA	NA	NA
177	NA	dps_3362	NC_046683.1	61480737	61480860	+	XR_D	yes	0	NA	NA	0.27519744986539	5.82374921204407	NA	NA	NA	NA	NA	NA	NA
178	NA	dps_3414	NC_046683.1	9692734	9692841	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
179	NA	dps_3416	NC_046683.1	9692731	9692840	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
180	NA	dps_3417	NC_046683.1	9698725	9698834	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
181	NA	dps_3418	NC_046683.1	9710089	9710200	+	XL_A	yes	0	NA	NA	15.534154462323	4.39497596833384	0.152553650559621	NA	NA	NA	NA	NA	NA
182	NA	dps_489	NC_046679.1	12719950	12720065	-	2_E	no	2.05923131193225	0.565349870135813	0.812876656402612	13.2398213171545	-0.00754841616371984	0.99673247124763	NA	NA	NA	NA	NA	NA
183	NA	dps_350	NC_046679.1	4700354	4700493	+	2_E	no	0	NA	NA	0.673492169591963	-0.106794526716427	NA	NA	NA	NA	NA	NA	NA
184	NA	dps_3529	NC_046682.1	641924	642031	+	0	yes	0	NA	NA	1.0355782784343	-1.05010243585967	NA	NA	NA	NA	NA	NA	NA
185	NA	dps_3582	NC_046683.1	1393335	1393456	-	XL_A	no	0	NA	NA	0.289668887073871	-0.689020813669019	NA	NA	NA	NA	NA	NA	NA
186	NA	dps_3602	NC_046683.1	66055192	66055445	-	XR_D	yes	1.40701801037278	0.738750315929479	0.755844464407079	254.787431017053	0.398631521360648	0.964582926225566	NA	NA	NA	NA	NA	NA
187	NA	dps_3611	NC_046683.1	42598878	42598985	-	XR_D	yes	0	NA	NA	0.217251665305403	-0.262701234128057	NA	NA	NA	NA	NA	NA	NA
188	NA	dps_3613	NC_046680.1	9104680	9104811	-	3_C	yes	0.151576977366472	1.8937601282852	NA	11.2772305572126	-0.40673562776592	0.97836566749631	NA	NA	NA	NA	NA	NA
189	NA	dps_37	NC_046683.1	9696091	9696202	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
190	NA	dps_372	NC_046679.1	5849998	5850047	+	2_E	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
191	NA	dps_3750	NC_046683.1	19581479	19581630	+	XL_A	yes	0.099511229234789	-1.88839302904088	NA	13.7122342864788	1.32806357717982	0.772752010580899	NA	NA	NA	NA	NA	NA
192	NA	dps_76	NC_046683.1	48486249	48486370	-	XR_D	yes	0	NA	NA	2.1725766887801	0.339683168385555	0.995289915640936	NA	NA	NA	NA	NA	NA
193	NA	dps-mir-2506	NC_046680.1	12415930	12416046	+	3_C	yes	3.3422074470894	0.36205984734429	0.888041296094245	1062.99355578577	0.00899879053506809	0.99673247124763	NA	NA	NA	NA	NA	NA
194	NA	dps_776	NC_046679.1	25763025	25763130	-	2_E	no	0	NA	NA	0.564866336939261	0.357035050320308	NA	NA	NA	NA	NA	NA	NA
195	NA	dps-mir-2507b	NC_046680.1	12416418	12416534	+	3_C	yes	1.5662586093069	-1.87292005015281	0.40981940636068	191.607859829051	-0.989857239901531	0.8114885169684	NA	NA	NA	NA	NA	NA
196	NA	dps-mir-2508	NC_046681.1	22132547	22132653	-	4_B	yes	0.0505256591221574	0.825985212707861	NA	1.73080762170202	-0.369782598706228	0.995289915640936	NA	NA	NA	NA	NA	NA
197	NA	dps_83	NC_046681.1	5944442	5944551	-	4_B	yes	0.151576977366472	1.8937601282852	NA	53.8260665542232	1.81969166325519	0.631646081730433	NA	NA	NA	NA	NA	NA
198	NA	dps_3831	NC_046683.1	9707605	9707714	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
199	NA	dps_3833	NC_046683.1	9700643	9700750	+	XL_A	yes	0	NA	NA	0.27519744986539	5.82374921204407	NA	NA	NA	NA	NA	NA	NA
200	NA	dps_3834	NC_046681.1	9810262	9810403	+	4_B	no	0	NA	NA	1.07178688931853	-1.11801917553472	NA	NA	NA	NA	NA	NA	NA
201	NA	dps_872	NC_046679.1	30355361	30355476	-	2_E	yes	0.35059943583605	-0.309506961377531	NA	17.8368540145273	-0.0255119263554266	0.99673247124763	NA	NA	NA	NA	NA	NA
202	NA	dps_3836	NC_046679.1	1705144	1705261	-	2_E	no	0.0505256591221574	0.825985212707861	NA	2.23052247334008	0.994048065879221	0.9075133582739	NA	NA	NA	NA	NA	NA
203	NA	dps_3837	NC_046679.1	22813274	22813379	+	2_E	no	0	NA	NA	0.528657726055027	0.55134651286271	NA	NA	NA	NA	NA	NA	NA
204	NA	dps_3838	NC_046679.1	23359776	23359913	+	2_E	no	0	NA	NA	0.108625832652702	0.75347749126636	NA	NA	NA	NA	NA	NA	NA
205	NA	dps_3840	NC_046680.1	13113551	13113660	-	3_C	no	0	NA	NA	0.854535224013132	-0.653207047750385	NA	NA	NA	NA	NA	NA	NA
206	NA	dps_956	NC_046680.1	5604192	5604237	-	3_C	no	0	NA	NA	0.108625832652702	0.75347749126636	NA	NA	NA	NA	NA	NA	NA
207	NA	dps_3842	NC_046679.1	13802167	13802298	+	2_E	no	0	NA	NA	0.181043054421169	0.00736872124448112	NA	NA	NA	NA	NA	NA	NA
208	NA	dps_3843	NC_046683.1	56989967	56990084	-	XR_D	no	0.101051318244315	1.49422037078909	NA	15.2073350534058	4.3918244844503	0.099976089479672	NA	NA	NA	NA	NA	NA
209	NA	dps-mir-2574b	NC_046683.1	26685627	26685694	-	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
210	NA	dps-mir-2524	NC_046683.1	9692735	9692827	+	XL_A	no	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
211	NA	dps_3846	NC_046680.1	4439943	4440084	-	3_C	no	0	NA	NA	3.57188206815985	1.03765185352189	0.904977063653595	NA	NA	NA	NA	NA	NA
212	NA	dps-mir-2527	NC_046683.1	7982105	7982224	-	XL_A	yes	0.353679613855102	2.71141860720986	NA	305.957547956376	6.52169187298917	0.000747453352145358	NA	NA	NA	NA	NA	NA
213	NA	dps-mir-2529	NC_046680.1	14677058	14677170	+	3_C	yes	0	NA	NA	4.59861365374983	-0.0392682974183074	0.99673247124763	NA	NA	NA	NA	NA	NA
214	NA	dps_3851	NC_046681.1	10383405	10383524	-	4_B	no	0	NA	NA	0.362086108842339	-1.01969415722803	NA	NA	NA	NA	NA	NA	NA
215	NA	dps_3852	NC_046681.1	6472130	6472253	+	4_B	no	0	NA	NA	0.253460276189637	-0.49112574051169	NA	NA	NA	NA	NA	NA	NA
216	NA	dps_3855	NC_046681.1	13087177	13087270	+	4_B	yes	0	NA	NA	1.53529313007237	0.971361176998149	0.916267552705425	NA	NA	NA	NA	NA	NA
217	NA	dps_391	NC_046679.1	6389452	6389573	+	2_E	no	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
218	NA	dps_41	NC_046681.1	5946029	5946138	-	4_B	yes	0	NA	NA	14.0904928603588	5.95780817440856	0.0243493247134599	NA	NA	NA	NA	NA	NA
219	NA	dps_42	NC_046683.1	40973403	40973524	-	XR_D	yes	0.0505256591221574	0.825985212707861	NA	9.39039903897137	3.35916875644821	0.359095005412728	NA	NA	NA	NA	NA	NA
220	NA	dps_455	NC_046679.1	10541758	10541875	+	2_E	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
221	NA	dps_463	NC_046679.1	10902644	10902749	-	2_E	yes	0	NA	NA	3.43261233326101	-1.88354592590956	0.772752010580899	NA	NA	NA	NA	NA	NA
222	NA	dps-mir-2543b-2	NC_046683.1	9699830	9699945	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
223	NA	dps_522	NC_046679.1	13901447	13901572	-	2_E	no	0	NA	NA	2.75918019939511	0.648126836617798	0.967258143895345	NA	NA	NA	NA	NA	NA
224	NA	dps_53	NC_046680.1	20719620	20719723	+	3_C	yes	5.16725470804518	0.617378692776186	0.744894465396446	115.962060011775	0.443925092401064	0.97836566749631	NA	NA	NA	NA	NA	NA
225	NA	dps_55	NC_046683.1	9707984	9708091	+	XL_A	yes	0.920149237255204	0.901150986706367	0.835731216883463	27.9983016741932	3.14872399374225	0.204871413633292	NA	NA	NA	NA	NA	NA
226	NA	dps_61	NC_046683.1	9706277	9706392	+	XL_A	yes	0.0505256591221574	0.825985212707861	NA	9.93036628948078	2.17841423187578	0.575280316737845	NA	NA	NA	NA	NA	NA
227	NA	dps_62	NC_046683.1	9707605	9707714	+	XL_A	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
228	NA	dps_660	NC_046679.1	19981487	19981612	-	2_E	no	0	NA	NA	2.26673108422432	0.907340938414212	0.916267552705425	NA	NA	NA	NA	NA	NA
229	NA	dps_7	NC_046680.1	11568325	11568430	+	3_C	yes	152.663181085673	-0.21568024680969	0.744894465396446	1373.71878090341	0.394453617128726	0.97244342689352	NA	NA	NA	NA	NA	NA
230	NA	dps_706	NC_046679.1	23091511	23091620	+	2_E	yes	0	NA	NA	1.84669919082199	1.09213946443242	0.904977063653595	NA	NA	NA	NA	NA	NA
231	NA	dps_73	NC_046683.1	9707276	9707387	+	XL_A	yes	0	NA	NA	0.55039489973078	6.33342587303089	NA	NA	NA	NA	NA	NA	NA
232	NA	dps-mir-2502	NC_046679.1	17001509	17001620	-	2_E	yes	0	NA	NA	1.19488415917972	-2.7838200966139	NA	NA	NA	NA	NA	NA	NA
233	NA	dps-mir-2555	NC_046680.1	20109233	20109294	+	3_C	yes	1.21719926248037	-1.39691532437293	0.648454258109562	6.21511066270892	-1.75516817228573	0.772752010580899	NA	NA	NA	NA	NA	NA
234	NA	dps-mir-2507a	NC_046680.1	12416262	12416369	+	3_C	yes	0.0505256591221574	0.825985212707861	NA	48.2094919982545	-2.19074931406747	0.52333968675761	NA	NA	NA	NA	NA	NA
235	NA	dps-mir-2557	NC_046679.1	839581	839672	+	2_E	yes	4.45687172884626	-0.609142699889387	0.744894465396446	35.4014923847652	-0.827848310481617	0.864755066946424	NA	NA	NA	NA	NA	NA
236	NA	dps-mir-2558-1	NC_046681.1	12142292	12142375	+	4_B	yes	0	NA	NA	0.0362086108842339	2.33832929085121	NA	NA	NA	NA	NA	NA	NA
237	NA	dps-mir-2558-2	NC_046681.1	12137927	12138020	+	4_B	yes	0	NA	NA	10.9111606961092	0.972149943935545	0.888763587585512	NA	NA	NA	NA	NA	NA
238	NA	dps_856	NC_046679.1	29510259	29510370	-	2_E	yes	0	NA	NA	3.04322434210482	1.71391114832046	0.818560460624985	NA	NA	NA	NA	NA	NA
239	NA	dps_86	NC_046683.1	8195752	8195869	-	XL_A	no	0	NA	NA	0.434503330610806	-1.28976105993515	NA	NA	NA	NA	NA	NA	NA
240	NA	dps_87	NC_046679.1	8936692	8936809	-	2_E	yes	0.251088206601261	0.444864603096412	NA	12.8647846917547	-0.678612265992762	0.916267552705425	NA	NA	NA	NA	NA	NA
241	NA	dps-mir-2513b	NC_046683.1	33702833	33702952	-	XR_D	yes	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
242	NA	dps_88	NC_046680.1	15345552	15345653	+	3_C	yes	0	NA	NA	14.5160894623992	1.2553015433615	0.782720922084047	NA	NA	NA	NA	NA	NA
243	NA	dps_9	NC_046680.1	19418501	19418624	+	3_C	no	0.401125094958208	0.0186972234105257	NA	184.93202982259	2.80767811533499	0.286972656848268	NA	NA	NA	NA	NA	NA
244	NA	dps_91	NC_046683.1	41149697	41149808	+	XR_D	yes	0	NA	NA	1.55697026802206	-3.17304894787741	0.611433409415527	NA	NA	NA	NA	NA	NA
245	NA	dps_934	NC_046680.1	5072920	5073023	+	3_C	yes	0	NA	NA	0.861800960480404	4.25943638837265	NA	NA	NA	NA	NA	NA	NA
246	NA	dps-mir-2521	NC_046683.1	9710978	9711064	+	XL_A	yes	0.0505256591221574	0.825985212707861	NA	5.569100482609	2.29357887869585	0.61691256711669	NA	NA	NA	NA	NA	NA
247	NA	dps_96	NC_046681.1	17412666	17412795	+	4_B	yes	0	NA	NA	1.00663540401734	1.94105602800097	NA	NA	NA	NA	NA	NA	NA
248	NA	dps_998	NC_046680.1	7348848	7348959	-	3_C	yes	0	NA	NA	2.34641404246006	3.31263712380773	0.52333968675761	NA	NA	NA	NA	NA	NA
249	NA	dps-mir-2522b	NC_046683.1	9710323	9710424	+	XL_A	yes	0.0505256591221574	0.825985212707861	NA	19.3217072394112	3.10008290095566	0.365803501387079	NA	NA	NA	NA	NA	NA
